run_id,task,activation,seed,completed,best_val_top1,best_val_top1_epoch,train_loss_epoch,val_loss,val_top1,val_f1,throughput_images_per_sec,peak_gpu_mem_mb
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,True,0.5856999754905701,18,1.1372698545455933,1.1462329626083374,0.5853000283241272,0.5846657752990723,6823.7080078125,326.0067749023437
d9bd409a-5a20-4131-bd3a-dd747ae94885,vision_cnn,scaled_tanh,4,True,0.5940999984741211,19,1.1343244314193726,1.1426291465759275,0.5940999984741211,0.5913745760917664,7183.15185546875,326.0067749023437
c59d92f6-836d-4ff5-af2a-0fd379a0e0ff,vision_cnn,scaled_tanh,0,True,0.6074000000953674,19,1.109989047050476,1.1115076541900637,0.6074000000953674,0.6042729616165161,7025.83203125,326.0067749023437
a7d49373-43fe-44ac-86f7-b53b747d5ece,vision_cnn,scaled_tanh,1,True,0.6043999791145325,18,1.1064554452896118,1.1159757375717163,0.6018999814987183,0.5973138213157654,7100.66064453125,326.0067749023437
7b4d09c6-ad88-441b-806b-a386f6defd0c,vision_cnn,scaled_tanh,2,True,0.6037999987602234,18,1.0888209342956543,1.0932459831237793,0.6032999753952026,0.6009936928749084,6851.208984375,326.0067749023437
86c82a25-f8b8-4c17-908f-cc5868f65c36,vision_cnn,scaled_tanh,3,True,0.616100013256073,18,1.0780445337295532,1.0872029066085815,0.6140999794006348,0.6097635626792908,7108.26220703125,326.0067749023437
692d0a32-41f4-4e1f-ac85-a822b9d81f90,vision_cnn,scaled_tanh,5,True,0.6018000245094299,19,1.1096948385238647,1.1189862489700315,0.6018000245094299,0.5992245078086853,7318.47021484375,326.0067749023437
b69a503e-4ec6-4ded-af2a-818145fb79b1,vision_cnn,scaled_tanh,7,True,0.5942999720573425,18,1.1163489818572998,1.1286087036132812,0.592199981212616,0.5886802077293396,7203.8994140625,326.0067749023437
9bd12baa-622f-48b6-9ceb-71cc411cb335,vision_cnn,leaky,3,True,0.852400004863739,19,0.343688815832138,0.4459086060523987,0.852400004863739,0.8518384695053101,8195.70703125,323.8609924316406
9bc62605-5df5-4601-8b24-2b6d7ce20925,vision_cnn,leaky,5,True,0.8511000275611877,19,0.3519419729709625,0.4547642469406128,0.8511000275611877,0.8505141735076904,7709.9970703125,323.86151123046875
b658df7d-6570-4471-9b5e-2b891672cf64,vision_cnn,leaky,0,True,0.847100019454956,17,0.355176568031311,0.4647763669490814,0.8458999991416931,0.8460134267807007,8020.0908203125,323.8609924316406
cd7712e0-715a-48b8-8a32-2b095e6b2140,vision_cnn,leaky,6,True,0.8490999937057495,16,0.3375856876373291,0.4500352144241333,0.8464000225067139,0.8460498452186584,7007.05810546875,323.86151123046875
be12839e-58c8-4683-806a-c87bb13626fb,vision_cnn,leaky,1,True,0.8471999764442444,17,0.3511674404144287,0.4578462839126587,0.847100019454956,0.8464245796203613,8069.69189453125,323.86151123046875
4e069269-466e-4253-852f-bc740659490d,vision_cnn,leaky,4,True,0.845300018787384,18,0.3525817394256592,0.4597508907318115,0.8446999788284302,0.8439661264419556,8001.44140625,323.8609924316406
e644625c-3428-4949-8e54-8a89fdb8eb85,vision_cnn,leaky,7,True,0.8500999808311462,18,0.3463724851608276,0.4427895545959472,0.8482000231742859,0.8480620384216309,7917.4384765625,323.8609924316406
32d27b35-9169-46bc-ab49-20edb81f4274,vision_cnn,leaky,2,True,0.8510000109672546,17,0.3419531881809234,0.4493379890918731,0.8500000238418579,0.8498049378395081,7515.359375,323.86151123046875
ee90fc57-41b7-452e-9cae-c3c66f881e13,vision_cnn,mish,7,True,0.8600999712944031,19,0.3160433769226074,0.4210731387138366,0.8600999712944031,0.8600808382034302,7488.970703125,420.2813415527344
60c62141-1272-4122-8fcc-23f09ffa1ed4,vision_cnn,mish,1,True,0.8590999841690063,19,0.3268173336982727,0.4381089210510254,0.8590999841690063,0.8585458993911743,7271.1005859375,420.2813415527344
4dd64c8d-a081-4210-b0d5-797b17d81ff5,vision_cnn,mish,0,True,0.8496999740600586,18,0.3288360238075256,0.4497178792953491,0.8489000201225281,0.8485265970230103,7382.2548828125,420.2813415527344
a49d3ede-aaa6-4603-8f1c-cd283b503727,vision_cnn,mish,5,True,0.8533999919891357,16,0.3220902383327484,0.4380050301551819,0.8525999784469604,0.8520910739898682,7321.75732421875,420.2813415527344
84d6d252-423f-49be-aff4-12026888e509,vision_cnn,mish,6,True,0.8557000160217285,18,0.3193257451057434,0.4273284673690796,0.8550999760627747,0.8546740412712097,7293.0029296875,420.2813415527344
c88f167a-88ba-411f-a2cc-d74ea0af2aaf,vision_cnn,mish,4,True,0.8555999994277954,19,0.3234190642833709,0.4321842789649963,0.8555999994277954,0.8553198575973511,7254.7109375,420.2813415527344
