run_id,task,activation,seed,completed,best_val_ppl,best_val_ppl_epoch,best_val_loss,best_val_loss_epoch,train_loss_epoch,val_loss,val_ppl,throughput_tokens_per_sec,peak_gpu_mem_mb
334329ff-bcaf-4e64-bad4-31758f17bee1,lm_large,relu,7,True,67.5233154296875,2,4.190566539764404,2,4.406020641326904,4.190566539764404,67.5233154296875,134602.953125,4021.35498046875
ebd43f55-137f-4719-b806-aa553a678981,lm_large,relu,2,True,65.58952331542969,2,4.161198616027832,2,4.38478422164917,4.161198616027832,65.58952331542969,113006.3984375,4021.35498046875
074644dd-c3c2-46e2-982c-3ba1d48b00af,lm_large,relu,4,True,65.7926025390625,2,4.164883613586426,2,4.389772891998291,4.164883613586426,65.7926025390625,55172.4609375,4021.35498046875
13c3c6fd-2f7d-42a1-8baf-85763f3912c1,lm_large,relu,5,True,65.86906433105469,2,4.165594100952148,2,4.389777660369873,4.165594100952148,65.86906433105469,135279.109375,4021.35498046875
5b6ed0ca-d455-4232-9288-0e6c0052a953,lm_large,relu,3,True,65.44969177246094,2,4.158867359161377,2,4.381347179412842,4.158867359161377,65.44969177246094,132339.453125,4021.35498046875
1a707f36-4c48-48e1-9c38-161cd277ee50,lm_large,relu,0,True,66.68610382080078,2,4.177840232849121,2,4.399220943450928,4.177840232849121,66.68610382080078,55323.37109375,4021.35498046875
73f21d43-fd84-44e8-b28a-aa3cbc6fcc0d,lm_large,relu,1,True,66.40560150146484,2,4.173572063446045,2,4.39408016204834,4.173572063446045,66.40560150146484,134674.5625,4021.35498046875
141e5cff-5275-4d56-9b63-7747daabc0e5,lm_large,relu,6,True,65.7175521850586,2,4.16283655166626,2,4.385782241821289,4.16283655166626,65.7175521850586,123847.7265625,4021.35498046875
1bd3b6d8-306a-429e-acd7-99ea0db1a0ca,lm_large,leaky,5,True,65.6968994140625,2,4.16295051574707,2,4.387171745300293,4.16295051574707,65.6968994140625,134187.3125,4020.675048828125
df9fc785-36fc-46ae-87ad-f5594458108d,lm_large,leaky,1,True,66.66069030761719,2,4.177489280700684,2,4.399956226348877,4.177489280700684,66.66069030761719,134671.359375,4020.675048828125
66d3e9c8-e002-4fdb-91ac-29cb3350f8a3,lm_large,leaky,3,True,65.28083038330078,2,4.156311988830566,2,4.381229877471924,4.156311988830566,65.28083038330078,134522.546875,4020.675048828125
1d8f4da2-d37e-4ace-ab93-c2b051532949,lm_large,leaky,6,True,65.86222839355469,2,4.165614128112793,2,4.387363910675049,4.165614128112793,65.86222839355469,111645.8046875,4020.675048828125
41a76b3e-792a-4bfb-a5b9-68ac9b759e05,lm_large,leaky,2,True,65.21867370605469,2,4.155738830566406,2,4.381976127624512,4.155738830566406,65.21867370605469,122499.484375,4020.675048828125
ef1935db-c4d8-44b3-8092-8484009baf5d,lm_large,leaky,4,True,65.8210220336914,2,4.165007591247559,2,4.389516830444336,4.165007591247559,65.8210220336914,55931.57421875,4020.675048828125
4c632b30-2096-4a72-83d8-36dc90d1efd4,lm_large,leaky,7,True,67.68773651123047,2,4.192741394042969,2,4.408986568450928,4.192741394042969,67.68773651123047,134211.28125,4020.675048828125
a693a43e-11e0-4a4e-886f-465fb17c6990,lm_large,leaky,0,True,66.47582244873047,2,4.1743268966674805,2,4.398605823516846,4.1743268966674805,66.47582244873047,53655.66015625,4020.675048828125
2c2ee54b-81ed-40c0-886d-acd6eab713eb,lm_large,mish,3,True,66.76898956298828,2,4.179000854492188,2,4.411370754241943,4.179000854492188,66.76898956298828,130521.6796875,4155.35986328125
74ebe206-51d6-45f2-b405-371ee584f316,lm_large,mish,4,True,66.37310028076172,2,4.1735520362854,2,4.407596111297607,4.1735520362854,66.37310028076172,54679.15234375,4155.35986328125
981a416e-3b4a-4a1a-b2fb-bc7c00bc6120,lm_large,mish,6,True,67.6327133178711,2,4.191687107086182,2,4.418208122253418,4.191687107086182,67.6327133178711,109703.0234375,4155.35986328125
e675dab6-ae29-449e-817a-17a8aadf5e2b,lm_large,mish,0,True,68.32222747802734,2,4.201777458190918,2,4.429644107818604,4.201777458190918,68.32222747802734,54454.64453125,4155.35986328125
d0e4c1a1-eb05-40d2-bd2c-899bbe7bb6d3,lm_large,mish,2,True,67.24134826660156,2,4.186066150665283,2,4.414543628692627,4.186066150665283,67.24134826660156,110766.9375,4155.35986328125
01f5cffe-ee81-4246-8c19-50d4d545c3bf,lm_large,mish,5,True,68.49723052978516,2,4.204501152038574,2,4.430243968963623,4.204501152038574,68.49723052978516,131448.859375,4155.35986328125
b4c1165f-144a-4232-883d-6831c199c2a4,lm_large,mish,7,True,68.3319320678711,2,4.202430725097656,2,4.427520275115967,4.202430725097656,68.3319320678711,131120.671875,4155.35986328125
d9812dc5-f58e-49c7-9312-f32968e1f76d,lm_large,mish,1,True,66.17919921875,2,4.170666694641113,2,4.40440845489502,4.170666694641113,66.17919921875,130942.671875,4155.35986328125
4e609b48-ba4d-49ef-899e-d422dc10bb0f,lm_large,silu,0,True,68.17127227783203,2,4.199630737304688,2,4.42427921295166,4.199630737304688,68.17127227783203,55844.55078125,4020.664794921875
9ed8a4cf-a3f5-4479-9f37-6d35a0c446c5,lm_large,silu,1,True,65.97355651855469,2,4.167147159576416,2,4.398053646087647,4.167147159576416,65.97355651855469,135770.15625,4020.664794921875
f4410df1-3721-483d-a777-8d879f499132,lm_large,silu,4,True,65.64212799072266,2,4.162399291992188,2,4.3949408531188965,4.162399291992188,65.64212799072266,56177.49609375,4020.664794921875
36ed36ed-5530-4dbd-abe9-d0e03400f509,lm_large,silu,7,True,68.09390258789062,2,4.198685169219971,2,4.423536777496338,4.198685169219971,68.09390258789062,135692.203125,4020.664794921875
20e53180-52f4-40b1-bbbd-5c32a43453ab,lm_large,silu,5,True,67.4378433227539,2,4.189236164093018,2,4.417111396789551,4.189236164093018,67.4378433227539,135840.21875,4020.664794921875
b915809e-8352-4809-9bfc-d4a98ceca415,lm_large,silu,2,True,66.30573272705078,2,4.171857833862305,2,4.4011406898498535,4.171857833862305,66.30573272705078,121333.484375,4020.664794921875
60bda151-40e6-480c-8026-5bfa2fba5548,lm_large,silu,3,True,65.94383239746094,2,4.166805744171143,2,4.398875236511231,4.166805744171143,65.94383239746094,135977.171875,4020.664794921875
