run_id,task,activation,seed,completed,best_val_top1,best_val_top1_epoch,train_loss_epoch,val_loss,val_top1,val_f1,throughput_images_per_sec,peak_gpu_mem_mb
e992996f-30ea-4060-afc1-c3ac4b18b77a,vision_vit,tanh,5,True,0.679099977016449,28,0.940834105014801,0.9047694206237792,0.6776999831199646,0.6730427742004395,6327.80810546875,624.7562255859375
cc6dd343-e9ae-4689-9e7d-f1d5325bc721,vision_vit,tanh,7,True,0.678600013256073,29,0.9442031979560852,0.9102325439453124,0.678600013256073,0.6722482442855835,6290.21533203125,624.7557373046875
758a273c-02c4-4dfd-b76f-a3b31e0ee91d,vision_vit,tanh,6,True,0.677299976348877,26,0.9330427646636964,0.899188756942749,0.6762999892234802,0.6704790592193604,5763.14306640625,624.7557373046875
fbefe128-cb9b-489c-bd05-b70f7f343990,vision_vit,tanh,0,True,0.6764000058174133,28,0.9476038217544556,0.904329478740692,0.6762999892234802,0.6703091859817505,2375.77099609375,624.7557373046875
60416c74-f53f-4a81-8e5e-6ef50b9cca12,vision_vit,tanh,4,True,0.6740000247955322,29,0.9544634819030762,0.9119781255722046,0.6740000247955322,0.6669930815696716,2625.93798828125,624.7557373046875
52ef5da2-747a-47e4-b4f4-6f72de88ece9,vision_vit,tanh,2,True,0.6753000020980835,28,0.9540119767189026,0.9214099645614624,0.6751999855041504,0.6701914072036743,5696.9765625,624.7557373046875
1a2d8595-5c1f-45f1-b516-8b53b84c8040,vision_vit,tanh,1,True,0.6758000254631042,28,0.956878125667572,0.915406346321106,0.6753000020980835,0.6692550778388977,6361.40625,624.7557373046875
059cd924-4f17-4ca8-9c0a-cc62952e35df,vision_vit,tanh,3,True,0.6728000044822693,26,0.9468156695365906,0.923167884349823,0.6722000241279602,0.665435791015625,6159.20751953125,624.7557373046875
75b0d942-b4df-4dcf-964f-edef3e014ea6,vision_vit,gelu,6,True,0.7554000020027161,26,0.6795982122421265,0.7154664993286133,0.753600001335144,0.7508485317230225,2812.676025390625,624.7352294921875
9c8ab725-738b-4cc2-b2af-b9648aeb8ad3,vision_vit,gelu,3,True,0.7465000152587891,27,0.6996437907218933,0.7350667715072632,0.7447999715805054,0.7421286106109619,6744.20849609375,624.7352294921875
67ac531c-fb3e-4bc4-94a9-359259160426,vision_vit,gelu,2,True,0.7401999831199646,27,0.7132453918457031,0.7457922697067261,0.7382000088691711,0.7345882654190063,6080.59423828125,624.7352294921875
