std,grad_l2,rel_update,task,activation,run_id,dead_fraction,tanh_saturation_pre,tanh_saturation_post
0.400562354157396,0.049695091934491155,0.0018592197360036895,lm,mish,37b9a559-eba6-4acf-998d-ef811079e91b,,,
0.4041261915038401,0.049657196968570544,0.0018579931489823833,lm,mish,dadfff35-5459-4c56-a206-a1265e5aef10,,,
0.39899235490409196,0.04999296687957409,0.0018761400241037193,lm,mish,b950dade-b10d-4072-ab52-e1f824dbe386,,,
0.39979338980950585,0.05044515309845419,0.001896105857344818,lm,mish,8a6d3836-da81-4c86-b076-ae353c2d4b92,,,
0.39944043547264296,0.049726421356496846,0.0018623538227818812,lm,mish,cd5afde1-ad9a-46a2-86e6-3c435967a19d,,,
0.4010382924733133,0.049888051888052766,0.0018704894534586078,lm,mish,ec7c7dcf-d03c-4205-adfb-a06830af9d27,,,
0.40262902916357207,0.04906363778859204,0.0018303579667246523,lm,mish,c783640e-1098-45d3-99da-49004daa46a7,,,
0.39979009675363736,0.05028163589014783,0.001887102912683577,lm,mish,2a191668-580f-43f9-8b3d-b2c94dfccd6d,,,
0.3736402521107987,0.5495294855552085,0.04900854167784855,cls,leaky,a98e4859-dc3f-427a-886a-ed97df51f01a,0.5281880480448404,,
0.36474469406270965,0.520172089739582,0.04773561395531271,cls,leaky,a43830c6-0673-4227-97f7-0bfb51983164,0.5405764027404785,,
0.36206090108537636,0.5361323034765818,0.04840752218168146,cls,leaky,14e1d4a0-265d-4dfe-b801-64117b4653f7,0.5486899741363525,,
0.36879155569060607,0.5398479469283157,0.04837592829442771,cls,leaky,8ba60e52-ee35-4a73-a056-3619d98af9f6,0.522782307993571,,
0.36701563069168663,0.5214136034107565,0.0471525791073053,cls,leaky,ffb438c6-e643-4703-8e4a-7084dc117406,0.5272825501759847,,
0.36182791113360735,0.5201066031185061,0.04716347693398292,cls,leaky,afb82af1-f424-4877-a897-0510fc578640,0.5349004296875,,
0.3746637743105882,0.5247057761227606,0.0476340884764028,cls,leaky,c758eb44-d66e-44e3-bd85-7f12d00b11c9,0.519979776433309,,
0.36716603733921027,0.5238064223399453,0.04758027502534065,cls,leaky,6751ede8-1b0f-460a-bca0-bdb22be1af7e,0.5334682145309448,,
0.3992033351451542,0.48707525579016425,0.04497028482827631,cls,mish,02092469-33ef-42fb-856e-f8322c4635f8,,,
0.39444786920610925,0.5089628421619804,0.04648058175565426,cls,mish,c33d9236-8385-4fa4-ab51-c20bc2cc407e,,,
0.3959424681407596,0.4834989763902399,0.04453161035829795,cls,mish,b47657e3-af72-4bd0-af0f-cd22074506ba,,,
0.40230023175144053,0.5133712445608882,0.046444149269413086,cls,mish,49d0c284-d223-446b-ae61-4528bc5e88e6,,,
0.3950901154691366,0.48236131910238567,0.04508759897926812,cls,mish,8aca48a3-2230-4192-991a-57dcef0586fe,,,
0.4060148762264235,0.4877409455806098,0.04503004450747224,cls,mish,fb3ad292-403f-49d1-8945-021d44378c78,,,
0.3935546831137329,0.4796035613646099,0.044527799304719846,cls,mish,0d1fb4c9-666d-4a11-8954-8b18e03ffc8f,,,
0.3994292575794842,0.4990551658784234,0.04562893957649911,cls,mish,45e745df-c131-4492-b003-ff983a92104f,,,
2.0065088871408188,0.4000965867990813,0.03775705171823981,cls,scaled_tanh,a5d0c902-d07b-4828-8613-e99590ac76fa,,0.0,5.2349103291829425e-05
2.010924489971064,0.38898305178831,0.03730102964962499,cls,scaled_tanh,dd7c28c8-ae87-4309-bb1a-56696ee077c5,,8.900960286458333e-10,5.26052729288737e-05
2.0244545674157575,0.4022620672599668,0.038173815446249454,cls,scaled_tanh,df48905b-8a4e-4816-8003-5f9cd1ac1d7e,,1.7801920572916666e-10,5.9349428812662764e-05
2.0003440475170593,0.40259883368518484,0.038257732055562134,cls,scaled_tanh,0dc09fe2-1b6c-4d5a-91d7-28009cff7b8f,,1.0172526041666667e-10,0.00010900136311848958
2.0075360876298625,0.388898835062538,0.037668156520355774,cls,scaled_tanh,3fca3267-d6ac-4ae4-a000-f80fc41cbf48,,1.1444091796875e-10,7.43832015991211e-05
2.0217840756186307,0.39390485460315466,0.037581516524957455,cls,scaled_tanh,7f08d2e0-2a0a-44cc-b4ce-fc7d8e9bc26f,,4.1020711263020834e-08,0.00014852410634358723
2.0131697466525034,0.383042568451522,0.03677371398486575,cls,scaled_tanh,babe1d7f-48b9-4cde-b1ea-3ffe7b1acb4d,,0.0,4.000919342041016e-05
2.0228802623296227,0.4144655678872668,0.039218971476303446,cls,scaled_tanh,d15d1aec-20bb-47d2-9387-daef57c584f8,,1.3987223307291666e-10,6.0485204060872395e-05
3.0505368220456384,0.3746434347929366,0.047433677847418886,vision_cnn,scaled_tanh,dfbabb6a-65d5-4cd4-b95c-832d04e89b09,,0.12176283356631816,0.25246212040364496
3.0669448330387277,0.36797136191709867,0.04638230766937407,vision_cnn,scaled_tanh,d9bd409a-5a20-4131-bd3a-dd747ae94885,,0.12051082922540372,0.2512062714006576
3.0504944369671643,0.3774265737021909,0.04776427498096339,vision_cnn,scaled_tanh,c59d92f6-836d-4ff5-af2a-0fd379a0e0ff,,0.12100573016564373,0.2518224569563923
3.0500732004357083,0.3781317401799384,0.04854539985895939,vision_cnn,scaled_tanh,a7d49373-43fe-44ac-86f7-b53b747d5ece,,0.12367523995810031,0.2567694737425378
3.056022148690985,0.3732960593818622,0.04677787313593951,vision_cnn,scaled_tanh,7b4d09c6-ad88-441b-806b-a386f6defd0c,,0.11832221729070069,0.25198226721502354
3.048321371387792,0.3795173814370249,0.048021435663425906,vision_cnn,scaled_tanh,86c82a25-f8b8-4c17-908f-cc5868f65c36,,0.12278550363262657,0.2545333295151611
3.04607227060518,0.3836898214588732,0.048796900336909414,vision_cnn,scaled_tanh,692d0a32-41f4-4e1f-ac85-a822b9d81f90,,0.12426358666979832,0.25642576538760337
3.0525064658768915,0.37285488109022474,0.04725863489712325,vision_cnn,scaled_tanh,b69a503e-4ec6-4ded-af2a-818145fb79b1,,0.1278310618966858,0.2590458231866762
0.19935078990752755,0.10533364112346809,0.003345554227809569,lm_large,relu,334329ff-bcaf-4e64-bad4-31758f17bee1,0.8402312412059637,,
0.197437591611519,0.1063563895393644,0.003401134744861492,lm_large,relu,ebd43f55-137f-4719-b806-aa553a678981,0.8392321113686789,,
0.19845634948168234,0.10630989913735565,0.0033631007746585087,lm_large,relu,074644dd-c3c2-46e2-982c-3ba1d48b00af,0.8394606825817579,,
0.19881148931056278,0.10640204445179914,0.0033842777806840658,lm_large,relu,13c3c6fd-2f7d-42a1-8baf-85763f3912c1,0.8373461180763193,,
0.20004673774277668,0.10616991761599454,0.0033826502650455654,lm_large,relu,5b6ed0ca-d455-4232-9288-0e6c0052a953,0.8375649265572562,,
0.20244229360975868,0.10563276542042983,0.0033648512613174554,lm_large,relu,1a707f36-4c48-48e1-9c38-161cd277ee50,0.8343528471861213,,
0.19843027289209592,0.10618047460106643,0.0033672107984900708,lm_large,relu,73f21d43-fd84-44e8-b28a-aa3cbc6fcc0d,0.8391918965899429,,
0.1996696017324582,0.10617169272727871,0.003379502356916449,lm_large,relu,141e5cff-5275-4d56-9b63-7747daabc0e5,0.8375431682113892,,
0.5232208111196622,0.33910338491107084,0.027931404926782973,vision_vit,tanh,e992996f-30ea-4060-afc1-c3ac4b18b77a,,7.427659719879198e-05,0.0024691549242628202
0.5258787932943195,0.3298384489285946,0.027519195932280614,vision_vit,tanh,cc6dd343-e9ae-4689-9e7d-f1d5325bc721,,6.658420099094913e-05,0.0026914717031527513
0.52524023859632,0.3413251924386418,0.028058755596963313,vision_vit,tanh,758a273c-02c4-4dfd-b76f-a3b31e0ee91d,,5.88365882790662e-05,0.002764660412215778
0.5286602897033598,0.3393884782859799,0.02807138288009311,vision_vit,tanh,fbefe128-cb9b-489c-bd05-b70f7f343990,,9.320943443401922e-05,0.003717381983641776
0.51853921869648,0.3304957627137433,0.027957402218464412,vision_vit,tanh,60416c74-f53f-4a81-8e5e-6ef50b9cca12,,8.423468124443123e-05,0.0023149125425179417
0.5230765046939246,0.3300664457543046,0.0277423944584662,vision_vit,tanh,52ef5da2-747a-47e4-b4f4-6f72de88ece9,,0.00012336494251751357,0.0030973679044483016
0.5190225325972727,0.3321001139371012,0.02765131973105794,vision_vit,tanh,1a2d8595-5c1f-45f1-b516-8b53b84c8040,,6.371244868290477e-05,0.0025244042393514935
0.5253674330137854,0.3334734124707548,0.027782133707846202,vision_vit,tanh,059cd924-4f17-4ca8-9c0a-cc62952e35df,,9.44959915147385e-05,0.0029590648611688888
0.35407757033264203,0.054882253256778694,0.002108351459614213,lm,relu,d2f7467a-1645-48c7-8cf1-540bfb11cffb,0.6367958852722976,,
0.3553589958459425,0.05451189680394586,0.002088845971310976,lm,relu,1f53a110-c0fe-4c62-9127-4d4df4efb9b5,0.6371003415554868,,
0.3541711159753598,0.05480740674286142,0.0021069125694251544,lm,relu,5d5cd6b2-9ef6-4ee7-aad0-594e375c86ba,0.6389644027816868,,
0.35499268416916857,0.05457028642914124,0.0020923513836283375,lm,relu,fc8adcaf-6687-4304-93db-53c6ad1f2753,0.6348786742767829,,
0.3541697735000514,0.05453177205272066,0.002088296045221235,lm,relu,7f972011-f7f0-4454-8bfd-4d61b9aff613,0.6367892112914354,,
0.3527369863821488,0.05526701665816884,0.002126090477269954,lm,relu,da4e7352-0a76-4855-bde4-df8b1b8ec379,0.640205997366498,,
0.3613033247495638,0.054160106289387805,0.0020711168246806775,lm,relu,7ea43128-db11-4ddb-93b8-391c88c7c15f,0.6299450497716348,,
0.3533700763530121,0.055277709814857606,0.0021268249893397883,lm,relu,f7278250-20e0-4de0-b713-f4d27a9d3f5d,0.638356077787715,,
0.34571046782090964,0.40854527626933484,0.031031976177340184,vision_vit,gelu,75b0d942-b4df-4dcf-964f-edef3e014ea6,,,
0.33219938802276805,0.3962086383535563,0.03060470413735482,vision_vit,gelu,9c8ab725-738b-4cc2-b2af-b9648aeb8ad3,,,
0.3290401435827178,0.3981179501113561,0.030811731294752107,vision_vit,gelu,67ac531c-fb3e-4bc4-94a9-359259160426,,,
0.34206958739093607,0.40034138387971774,0.030728610826631305,vision_vit,gelu,ce627961-4e44-457e-9ded-87575b3b33d4,,,
0.33281855530549964,0.4025274913411092,0.03116149633262306,vision_vit,gelu,a2634f2d-71da-409f-ae90-9a698270560e,,,
0.3308635205717258,0.3967777388397298,0.030674322296185184,vision_vit,gelu,510c9a5c-84fd-45d3-8769-70f906d06f80,,,
0.33457134586837173,0.4005731742204511,0.03077348109898973,vision_vit,gelu,cb1a5c5d-0b1d-4b70-becc-5176e7c43cb5,,,
0.34265890441921115,0.4029259071620654,0.030765606894966376,vision_vit,gelu,7a2244bf-2691-4683-8b7b-597aec3fbf69,,,
0.34671625413023177,0.37117939171598024,0.029725444330793084,vision_vit,silu,ba55d835-7d62-4c7d-b03a-3918eb583d4b,,,
0.3533388223259331,0.37151393094336826,0.02940802490083672,vision_vit,silu,0b4ca0a8-94af-42b2-8263-f30c026e17bf,,,
0.3460950372039219,0.36596637551978,0.029194471942983403,vision_vit,silu,e1da7e2f-9ab5-42b7-8e76-a2c9ab5acd2a,,,
0.3404855843326824,0.36934971980024617,0.029476771730210315,vision_vit,silu,d5cccf4c-ce83-43a3-93dd-1bb225e7a23e,,,
0.34621431068913955,0.3688286815563082,0.029333233355946033,vision_vit,silu,7ce09c93-ab5b-4a23-8ad8-8bc6c2d12c31,,,
