run_id,task,activation,seed,completed,best_val_ppl,best_val_ppl_epoch,best_val_loss,best_val_loss_epoch,train_loss_epoch,val_loss,val_ppl,throughput_tokens_per_sec,peak_gpu_mem_mb
37b9a559-eba6-4acf-998d-ef811079e91b,lm,mish,3,True,321.5079040527344,6,5.759074687957764,6,4.9689040184021,5.7725677490234375,326.1400146484375,128899.28125,4155.35986328125
dadfff35-5459-4c56-a206-a1265e5aef10,lm,mish,0,True,322.6611022949219,6,5.7632904052734375,6,4.975838661193848,5.775418281555176,326.856201171875,100485.8359375,4155.35986328125
b950dade-b10d-4072-ab52-e1f824dbe386,lm,mish,6,True,321.7190856933594,6,5.759454250335693,6,4.972851753234863,5.77448844909668,326.895751953125,111941.3203125,4155.35986328125
8a6d3836-da81-4c86-b076-ae353c2d4b92,lm,mish,7,True,319.8907775878906,6,5.754525184631348,6,4.966088771820068,5.766794204711914,324.1234436035156,129693.7421875,4155.35986328125
cd5afde1-ad9a-46a2-86e6-3c435967a19d,lm,mish,2,True,320.2846984863281,6,5.755624294281006,6,4.974653720855713,5.769547462463379,325.0979309082031,50021.8671875,4155.35986328125
ec7c7dcf-d03c-4205-adfb-a06830af9d27,lm,mish,5,True,319.3937072753906,6,5.752092361450195,6,4.958817958831787,5.7646074295043945,323.70050048828125,129256.46875,4155.35986328125
c783640e-1098-45d3-99da-49004daa46a7,lm,mish,1,True,323.176513671875,6,5.764995574951172,6,4.975234508514404,5.776395797729492,327.1231689453125,129201.9296875,4155.35986328125
2a191668-580f-43f9-8b3d-b2c94dfccd6d,lm,mish,4,True,318.2264404296875,6,5.749459743499756,6,4.967585563659668,5.762954711914063,322.8692321777344,98700.15625,4155.35986328125
d2f7467a-1645-48c7-8cf1-540bfb11cffb,lm,relu,7,True,313.38055419921875,6,5.733485698699951,7,4.972224712371826,5.740743637084961,315.8791809082031,133935.515625,4021.35498046875
1f53a110-c0fe-4c62-9127-4d4df4efb9b5,lm,relu,2,True,315.1075439453125,6,5.739375114440918,6,4.984403610229492,5.749105453491211,318.51153564453125,117497.4453125,4021.35498046875
5d5cd6b2-9ef6-4ee7-aad0-594e375c86ba,lm,relu,6,True,314.5075988769531,6,5.736822605133057,6,4.97958517074585,5.747978210449219,318.28466796875,111152.7421875,4021.35498046875
fc8adcaf-6687-4304-93db-53c6ad1f2753,lm,relu,1,True,311.2508850097656,6,5.727388858795166,6,4.967986583709717,5.7357177734375,314.0783996582031,132372.140625,4021.35498046875
7f972011-f7f0-4454-8bfd-4d61b9aff613,lm,relu,3,True,315.49737548828125,6,5.740406513214111,6,4.974954605102539,5.751529693603516,319.2713623046875,133958.9375,4021.35498046875
da4e7352-0a76-4855-bde4-df8b1b8ec379,lm,relu,5,True,311.0130615234375,6,5.725656032562256,7,4.9589924812316895,5.730880737304688,312.7846984863281,133333.875,4021.35498046875
7ea43128-db11-4ddb-93b8-391c88c7c15f,lm,relu,0,True,318.0974426269531,6,5.749152183532715,6,4.986732482910156,5.755380153656006,320.3573913574219,70633.7734375,4021.35498046875
f7278250-20e0-4de0-b713-f4d27a9d3f5d,lm,relu,4,True,310.37432861328125,6,5.724752426147461,6,4.973856925964356,5.732656955718994,313.07098388671875,49990.734375,4021.35498046875
779e4912-3ca8-4a57-93dc-559fd843e2ba,lm,gelu,6,True,311.7334289550781,6,5.727849960327148,6,4.944512844085693,5.739142417907715,315.51678466796875,115198.8125,4020.664794921875
9eba82df-27dc-4d2b-aea1-49c9fb3c1b62,lm,gelu,4,True,307.7640686035156,6,5.715869903564453,6,4.94260311126709,5.724429607391357,310.716796875,113661.921875,4020.664794921875
ea1b2786-47f3-44e2-82f0-1463d1a06c1e,lm,gelu,0,True,311.7035217285156,6,5.72880744934082,6,4.948451042175293,5.737246513366699,314.5992736816406,48813.12109375,4020.664794921875
1aa9e7dd-0ae6-47df-8d00-c02c16f0472f,lm,gelu,7,True,309.090576171875,6,5.719863414764404,6,4.939371109008789,5.729411602020264,312.3106994628906,136648.859375,4020.664794921875
b90e3d16-3445-41b1-9056-376d1f32da5c,lm,gelu,5,True,308.24725341796875,6,5.716693878173828,6,4.931140422821045,5.723469257354736,310.62091064453125,135187.421875,4020.664794921875
bd88eac9-f0d4-4d39-96a4-523dabf203fa,lm,gelu,1,True,310.7877197265625,6,5.725990295410156,6,4.943195819854736,5.733681678771973,313.412353515625,135724.0,4020.664794921875
7ca34ca9-1ff8-4ba6-9eae-30b83a5fdfeb,lm,gelu,2,True,309.8843688964844,6,5.722208499908447,6,4.948217391967773,5.733053684234619,313.5995483398437,54570.84765625,4020.664794921875
