activation,run_id,layer,epoch,stat,value
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.activation,0,mean,0.1722275970033055
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.activation,0,std,0.4239075390987053
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.activation,0,skew,1.7923738281921984
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.activation,0,kurtosis,6.436473605471574
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.activation,0,mean,0.15767613191197352
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.activation,0,std,0.39312812423875043
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.activation,0,skew,1.7321585259827854
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.activation,0,kurtosis,6.248395188423238
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.activation,0,mean,0.14516649371364362
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.activation,0,std,0.3703871652842346
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.activation,0,skew,1.6620755276221821
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.activation,0,kurtosis,6.0035528525763135
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.activation,0,mean,0.13159344631688027
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.activation,0,std,0.3557492055808027
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.activation,0,skew,1.65893381897665
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.activation,0,kurtosis,6.001437859178862
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.activation,1,mean,0.17641848296563395
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.activation,1,std,0.4405422064638621
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.activation,1,skew,1.850075591501392
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.activation,1,kurtosis,6.685487437502769
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.activation,1,mean,0.13932874614498794
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.activation,1,std,0.3939603692047081
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.activation,1,skew,1.9141817124712934
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.activation,1,kurtosis,7.157088592807593
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.activation,1,mean,0.11814623942525786
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.activation,1,std,0.3651347346776708
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.activation,1,skew,1.930435180027714
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.activation,1,kurtosis,7.384116561387358
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.activation,1,mean,0.1019357696268376
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.activation,1,std,0.34780426989330954
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.activation,1,skew,1.9655385587987526
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.activation,1,kurtosis,7.580251953355782
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.activation,2,mean,0.17678644593853685
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.activation,2,std,0.44673655797663037
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.activation,2,skew,1.8750509838192488
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.activation,2,kurtosis,6.780606549829775
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.activation,2,mean,0.12344296551436575
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.activation,2,std,0.38632568408953516
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.activation,2,skew,2.031345532458024
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.1.activation,2,kurtosis,7.793486765412391
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.activation,2,mean,0.10142556063539193
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.activation,2,std,0.3584536656176619
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.activation,2,skew,2.084097291368324
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.2.activation,2,kurtosis,8.232863505398534
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.activation,2,mean,0.08507442171215869
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.activation,2,std,0.3414081309212184
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.activation,2,skew,2.140603748080569
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.3.activation,2,kurtosis,8.587641742023003
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.activation,3,mean,0.17442692817583202
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.activation,3,std,0.4472513807135971
gelu,ea1b2786-47f3-44e2-82f0-1463d1a06c1e,blocks.layers.0.activation,3,skew,1.8921020291878234
