run_id,task,activation,seed,metric,row_index,value
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,val_top1,14,0.2930999994277954
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,val_top1,32,0.3427000045776367
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,val_top1,50,0.4084999859333038
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,val_top1,68,0.4205999970436096
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,val_top1,86,0.4474000036716461
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,val_top1,102,0.4611000120639801
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,val_top1,120,0.4864999949932098
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,val_top1,138,0.5022000074386597
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,val_top1,156,0.5101000070571899
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,val_top1,174,0.5164999961853027
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,val_top1,190,0.536300003528595
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,val_top1,208,0.5462999939918518
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,val_top1,226,0.5559999942779541
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,val_top1,244,0.5626000165939331
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,val_top1,262,0.5741999745368958
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,val_top1,278,0.5794000029563904
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,val_top1,296,0.5828999876976013
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,val_top1,314,0.5842000246047974
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,val_top1,332,0.5856999754905701
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,val_top1,350,0.5853000283241272
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,train_loss_epoch,15,2.1702394485473637
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,train_loss_epoch,33,1.94981849193573
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,train_loss_epoch,51,1.790853500366211
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,train_loss_epoch,69,1.6725659370422363
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,train_loss_epoch,87,1.588852047920227
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,train_loss_epoch,103,1.5185807943344116
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,train_loss_epoch,121,1.4639722108840942
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,train_loss_epoch,139,1.4116564989089966
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,train_loss_epoch,157,1.3708776235580444
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,train_loss_epoch,175,1.3275725841522217
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,train_loss_epoch,191,1.2959657907485962
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,train_loss_epoch,209,1.2652626037597656
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,train_loss_epoch,227,1.2349251508712769
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,train_loss_epoch,245,1.2086732387542725
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,train_loss_epoch,263,1.18233060836792
dfbabb6a-65d5-4cd4-b95c-832d04e89b09,vision_cnn,scaled_tanh,6,train_loss_epoch,279,1.1652165651321411
