run_id,task,activation,seed,metric,row_index,value
e992996f-30ea-4060-afc1-c3ac4b18b77a,vision_vit,tanh,5,val_top1,14,0.3503000140190124
e992996f-30ea-4060-afc1-c3ac4b18b77a,vision_vit,tanh,5,val_top1,32,0.438400000333786
e992996f-30ea-4060-afc1-c3ac4b18b77a,vision_vit,tanh,5,val_top1,50,0.481900006532669
e992996f-30ea-4060-afc1-c3ac4b18b77a,vision_vit,tanh,5,val_top1,68,0.5228000283241272
e992996f-30ea-4060-afc1-c3ac4b18b77a,vision_vit,tanh,5,val_top1,86,0.5353000164031982
e992996f-30ea-4060-afc1-c3ac4b18b77a,vision_vit,tanh,5,val_top1,102,0.5389999747276306
e992996f-30ea-4060-afc1-c3ac4b18b77a,vision_vit,tanh,5,val_top1,120,0.5656999945640564
e992996f-30ea-4060-afc1-c3ac4b18b77a,vision_vit,tanh,5,val_top1,138,0.582099974155426
e992996f-30ea-4060-afc1-c3ac4b18b77a,vision_vit,tanh,5,val_top1,156,0.5896000266075134
e992996f-30ea-4060-afc1-c3ac4b18b77a,vision_vit,tanh,5,val_top1,174,0.6017000079154968
e992996f-30ea-4060-afc1-c3ac4b18b77a,vision_vit,tanh,5,val_top1,190,0.6078000068664551
e992996f-30ea-4060-afc1-c3ac4b18b77a,vision_vit,tanh,5,val_top1,208,0.6179999709129333
e992996f-30ea-4060-afc1-c3ac4b18b77a,vision_vit,tanh,5,val_top1,226,0.6205999851226807
e992996f-30ea-4060-afc1-c3ac4b18b77a,vision_vit,tanh,5,val_top1,244,0.625
e992996f-30ea-4060-afc1-c3ac4b18b77a,vision_vit,tanh,5,val_top1,262,0.6312000155448914
e992996f-30ea-4060-afc1-c3ac4b18b77a,vision_vit,tanh,5,val_top1,278,0.635699987411499
e992996f-30ea-4060-afc1-c3ac4b18b77a,vision_vit,tanh,5,val_top1,296,0.6482999920845032
e992996f-30ea-4060-afc1-c3ac4b18b77a,vision_vit,tanh,5,val_top1,314,0.6463000178337097
e992996f-30ea-4060-afc1-c3ac4b18b77a,vision_vit,tanh,5,val_top1,332,0.6593000292778015
e992996f-30ea-4060-afc1-c3ac4b18b77a,vision_vit,tanh,5,val_top1,350,0.6577000021934509
e992996f-30ea-4060-afc1-c3ac4b18b77a,vision_vit,tanh,5,val_top1,366,0.6700000166893005
e992996f-30ea-4060-afc1-c3ac4b18b77a,vision_vit,tanh,5,val_top1,384,0.670199990272522
e992996f-30ea-4060-afc1-c3ac4b18b77a,vision_vit,tanh,5,val_top1,402,0.6678000092506409
e992996f-30ea-4060-afc1-c3ac4b18b77a,vision_vit,tanh,5,val_top1,420,0.6705999970436096
e992996f-30ea-4060-afc1-c3ac4b18b77a,vision_vit,tanh,5,val_top1,438,0.6746000051498413
e992996f-30ea-4060-afc1-c3ac4b18b77a,vision_vit,tanh,5,val_top1,454,0.6718000173568726
e992996f-30ea-4060-afc1-c3ac4b18b77a,vision_vit,tanh,5,val_top1,472,0.6776999831199646
e992996f-30ea-4060-afc1-c3ac4b18b77a,vision_vit,tanh,5,val_top1,490,0.6761999726295471
e992996f-30ea-4060-afc1-c3ac4b18b77a,vision_vit,tanh,5,val_top1,508,0.679099977016449
