run_id,task,activation,seed,completed,best_val_top1,best_val_top1_epoch,best_val_f1,best_val_f1_epoch,train_loss_epoch,val_loss,val_top1,val_f1,throughput_tokens_per_sec,peak_gpu_mem_mb
a98e4859-dc3f-427a-886a-ed97df51f01a,cls,leaky,3,True,0.9194737076759338,2,0.9190918803215028,2,0.147189199924469,0.3500862717628479,0.9169737100601196,0.9165189266204834,602948.1875,187.27474975585935
a43830c6-0673-4227-97f7-0bfb51983164,cls,leaky,6,True,0.9175000190734864,2,0.9170476198196412,2,0.1528897881507873,0.3542936444282532,0.9113157987594604,0.9108215570449828,636818.25,187.27474975585935
14e1d4a0-265d-4dfe-b801-64117b4653f7,cls,leaky,4,True,0.9230263233184814,3,0.9226583242416382,3,0.1495411843061447,0.3170950412750244,0.9211841821670532,0.9207754731178284,594399.875,187.27474975585935
8ba60e52-ee35-4a73-a056-3619d98af9f6,cls,leaky,2,True,0.9223684072494508,2,0.9220629930496216,2,0.1455046832561493,0.3253252506256103,0.9200000166893004,0.9196587800979614,538669.4375,187.27474975585935
ffb438c6-e643-4703-8e4a-7084dc117406,cls,leaky,0,True,0.921052634716034,3,0.920670211315155,3,0.1461748629808426,0.3264394998550415,0.92092102766037,0.9205312132835388,566501.4375,187.27474975585935
afb82af1-f424-4877-a897-0510fc578640,cls,leaky,7,True,0.9231578707695008,2,0.9227691292762756,2,0.1470329612493515,0.3197318315505981,0.9198684096336364,0.91943621635437,591991.375,187.27474975585935
c758eb44-d66e-44e3-bd85-7f12d00b11c9,cls,leaky,1,True,0.9176315665245056,2,0.9172067642211914,2,0.1507486701011657,0.3470067977905273,0.9146052598953248,0.9140850305557252,603405.375,187.27474975585935
6751ede8-1b0f-460a-bca0-bdb22be1af7e,cls,leaky,5,True,0.9205263257026672,2,0.920229196548462,2,0.149082064628601,0.3365327715873718,0.9181578755378724,0.917694330215454,634192.4375,187.27474975585935
02092469-33ef-42fb-856e-f8322c4635f8,cls,mish,5,True,0.9225000143051147,2,0.9222780466079712,2,0.1564461439847946,0.3069100081920624,0.9205263257026672,0.920127809047699,619076.5,204.04684448242188
c33d9236-8385-4fa4-ab51-c20bc2cc407e,cls,mish,4,True,0.921973705291748,3,0.9216365814208984,3,0.1567758470773697,0.3002153038978576,0.9207894802093506,0.9204187393188475,613299.3125,204.04684448242188
b47657e3-af72-4bd0-af0f-cd22074506ba,cls,mish,0,True,0.9197368621826172,2,0.9193575382232666,2,0.1546504646539688,0.3108323514461517,0.9190789461135864,0.9187015891075134,582489.1875,204.04684448242188
49d0c284-d223-446b-ae61-4528bc5e88e6,cls,mish,3,True,0.9215789437294006,3,0.9212555289268494,3,0.1545597910881042,0.3125375211238861,0.92092102766037,0.9205689430236816,593700.4375,204.04684448242188
8aca48a3-2230-4192-991a-57dcef0586fe,cls,mish,6,True,0.918684184551239,2,0.9182380437850952,2,0.1610509604215622,0.321944385766983,0.9151315689086914,0.9147229194641112,619682.25,204.04684448242188
fb3ad292-403f-49d1-8945-021d44378c78,cls,mish,1,True,0.9184210300445556,2,0.9180610775947572,2,0.1584172248840332,0.3185822963714599,0.9161841869354248,0.9157110452651978,594823.4375,204.04684448242188
0d1fb4c9-666d-4a11-8954-8b18e03ffc8f,cls,mish,7,True,0.921973705291748,3,0.9216195344924928,3,0.1583090126514434,0.2954849898815155,0.9213157892227172,0.920961320400238,611047.0625,204.04684448242188
45e745df-c131-4492-b003-ff983a92104f,cls,mish,2,True,0.9221052527427672,2,0.9218026995658876,2,0.1575468331575393,0.3131587207317352,0.9196052551269532,0.91929030418396,586070.5,204.04684448242188
a5d0c902-d07b-4828-8613-e99590ac76fa,cls,scaled_tanh,3,True,0.9192105531692504,4,0.9189069867134094,4,0.1777238398790359,0.2959514558315277,0.9192105531692504,0.9189069867134094,575943.0,195.66848754882807
dd7c28c8-ae87-4309-bb1a-56696ee077c5,cls,scaled_tanh,1,True,0.9181578755378724,3,0.9178339838981628,3,0.1802999228239059,0.296449214220047,0.9176315665245056,0.9172438979148864,597455.6875,195.66848754882807
df48905b-8a4e-4816-8003-5f9cd1ac1d7e,cls,scaled_tanh,2,True,0.9198684096336364,4,0.9195714592933656,4,0.1784050315618515,0.2908694744110107,0.9198684096336364,0.9195714592933656,533811.4375,195.66848754882807
0dc09fe2-1b6c-4d5a-91d7-28009cff7b8f,cls,scaled_tanh,0,True,0.917236864566803,4,0.9167968034744264,4,0.1793562173843383,0.3016175627708435,0.917236864566803,0.9167968034744264,583501.0625,195.66848754882807
3fca3267-d6ac-4ae4-a000-f80fc41cbf48,cls,scaled_tanh,6,True,0.9198684096336364,2,0.9195205569267272,2,0.1825874894857406,0.2886137068271637,0.9192105531692504,0.918915033340454,592107.0625,195.66848754882807
7f08d2e0-2a0a-44cc-b4ce-fc7d8e9bc26f,cls,scaled_tanh,5,True,0.9176315665245056,3,0.9172672629356384,3,0.1782624274492263,0.2909870445728302,0.9163157939910888,0.9159516096115112,538568.8125,195.66848754882807
babe1d7f-48b9-4cde-b1ea-3ffe7b1acb4d,cls,scaled_tanh,7,True,0.9201315641403198,2,0.9199001789093018,2,0.1772443503141403,0.2912415862083435,0.9184210300445556,0.9181418418884276,601820.6875,195.66848754882807
d15d1aec-20bb-47d2-9387-daef57c584f8,cls,scaled_tanh,4,True,0.9190789461135864,3,0.9187825918197632,3,0.1759344339370727,0.2962972819805145,0.9177631735801696,0.917416214942932,602438.5625,195.66848754882807
094f1eef-858d-4ca8-a6ff-1541fdf7c3f0,cls,relu,3,True,0.9192105531692504,3,0.918773889541626,3,0.1465930640697479,0.3516538143157959,0.9169737100601196,0.9165175557136536,649951.75,187.27474975585935
332b425f-6b60-4eaf-9c96-35daa4b5bb9c,cls,relu,2,True,0.9222368597984314,2,0.921936333179474,2,0.1449347883462906,0.325743019580841,0.92092102766037,0.9205840229988098,613215.6875,187.27474975585935
